Prime,Collisions,Time [mc s]
110951,362,295667
110969,353,295493
110977,357,295936
110989,382,300284
111029,324,297397
111031,384,296630
111043,367,296002
111049,335,296161
111053,333,296002
111091,380,296095
111103,351,297034
111109,390,298164
111119,353,296589
111121,358,295922
111127,334,295923
111143,362,295961
111149,341,296403
111187,350,295994
111191,347,295923
111211,358,296143
111217,371,296060
111227,349,296156
111229,396,296146
111253,359,296231
111263,339,296049
111269,359,296344
111271,334,296315
111301,345,296949
111317,399,296660
111323,375,296478
111337,363,295890
111341,355,296246
111347,385,296195
111373,386,295891
111409,357,295618
111427,341,326702
111431,374,296031
111439,341,296534
111443,365,296084
111467,376,296174
111487,364,295694
111491,340,296075
111493,349,296398
111497,375,296081
111509,344,295965
111521,339,296102
111533,346,296211
111539,360,295913
111577,369,295688
111581,361,295964
111593,384,296066
111599,352,295918
111611,358,295613
111623,388,296224
111637,374,296147
111641,364,373451
111653,338,296270
111659,345,296112
111667,359,296174
111697,362,296304
111721,346,297394
111731,344,299634
111733,376,296710
111751,337,296155
111767,388,296155
111773,384,295990
111779,383,296425
111781,346,296492
111791,360,295653
111799,343,296211
111821,337,295529
111827,319,295603
111829,339,295906
111833,332,297009
111847,343,296022
111857,340,296726
111863,373,296001
111869,366,295964
111871,313,297106
111893,361,315711
111913,345,295722
111919,341,295778
111949,407,295711
111953,346,296009
111959,345,295967
111973,352,295860
111977,324,295580
111997,407,296016
112019,369,295807
112031,374,295999
112061,337,296126
112067,351,295491
112069,372,295941
112087,362,295943
112097,346,295942
112103,361,295941
112111,374,295711
112121,403,295997
112129,390,295738
112139,352,295775
112153,336,295829
112163,391,295842
112181,345,295588
112199,341,296129
112207,353,295892
112213,360,295446
112223,365,295874
112237,376,295973
112241,356,295923
112247,368,296012
112249,332,296192
112253,384,296801
112261,373,298262
112279,370,296522
112289,353,296329
112291,386,296025
112297,368,296060
112303,360,295889
112327,355,295625
112331,371,295813
112337,360,295951
112339,350,295759
112349,349,295892
112361,326,296066
112363,331,295430
112397,341,296638
112403,337,296546
112429,362,295981
112459,317,295755
112481,370,295838
112501,362,295940
112507,346,295654
112543,349,296177
112559,350,295901
112571,361,295371
112573,373,295842
112577,318,295798
112583,365,295737
112589,349,295425
112601,323,295673
112603,346,295575
112621,345,295866
112643,361,295934
112657,391,295811
112663,388,296103
112687,365,295805
112691,377,295705
112741,369,295707
112757,328,295712
112759,341,295804
112771,349,295738
112787,327,295789
112799,349,295935
112807,361,295913
112831,343,296103
112843,361,295425
112859,372,295915
112877,353,296242
112901,353,295878
112909,375,295814
112913,351,295524
112919,377,297736
112921,351,297367
112927,380,299088
112939,347,296827
112951,366,295584
112967,353,296033
112979,340,296136
112997,380,295757
113011,345,295558
113017,334,295851
113021,368,296449
113023,321,296260
113027,328,295624
113039,319,296919
113041,328,300342
113051,375,296790
113063,368,295751
113081,347,296357
113083,338,295554
113089,319,295907
113093,368,296673
113111,335,295785
113117,371,296049
113123,358,295978
113131,379,296057
113143,360,295804
113147,360,295815
113149,353,295768
113153,317,295649
113159,379,296105
113161,330,296368
113167,327,295778
113171,380,295862
113173,328,295536
113177,344,296196
113189,352,295957
113209,372,295684
113213,338,296201
113227,329,295371
113233,347,295661
113279,386,295937
113287,353,295444
113327,331,295536
113329,349,295352
113341,344,295885
113357,358,295773
113359,385,295372
113363,372,296196
113371,378,297108
113381,369,296404
113383,340,295684
113417,360,296760
113437,370,298519
113453,309,296652
113467,360,295807
113489,370,295920
113497,349,295793
113501,352,296209
113513,352,295656
113537,333,295646
113539,336,296123
113557,363,296534
113567,359,296224
113591,352,295615
113621,348,296053
113623,362,295412
113647,345,296288
113657,349,295704
113683,303,295909
113717,355,295794
113719,348,295503
113723,341,295831
113731,356,296193
113749,352,295696
113759,351,296220
113761,384,295517
113777,357,296071
113779,345,295873
113783,332,296280
113797,365,296604
113809,350,295878
113819,347,295967
113837,336,295968
113843,376,296187
113891,376,296055
113899,337,295818
113903,359,296275
113909,372,296294
113921,331,295896
113933,341,295517
113947,343,295600
113957,320,296440
113963,323,295932
113969,364,295944
113983,367,295925
113989,354,295958
114001,344,295653
114013,331,295651
114031,328,295898
114041,360,295958
114043,351,296379
114067,364,296210
114073,354,297138
114077,366,298585
114083,370,296167
114089,356,295986
114113,351,295611
114143,349,296067
114157,349,296201
114161,333,295738
114167,323,295768
114193,366,296347
114197,335,295948
114199,345,295774
114203,355,295606
114217,324,295610
114221,350,301786
114229,357,296553
114259,353,296752
114269,361,295742
114277,333,296087
114281,361,301725
114299,355,296774
114311,319,295583
114319,323,295940
114329,365,296692
114343,354,295715
114371,346,295809
114377,335,295992
114407,360,295860
114419,364,295502
114451,333,296210
114467,354,295753
114473,370,295804
114479,393,295909
114487,374,295770
114493,346,296012
114547,341,296055
114553,310,296195
114571,354,295912
114577,346,295765
114593,348,296348
114599,352,296707
114601,358,296034
114613,348,295645
114617,338,296013
114641,331,295791
114643,308,295574
114649,347,295926
114659,343,295851
114661,334,295554
114671,377,302487
114679,344,296451
114689,328,296642
114691,371,299137
114713,333,296840
114743,333,296307
114749,318,296359
114757,374,296818
114761,350,296436
114769,358,295933
114773,353,296247
114781,373,296065
114797,340,295887
114799,383,295712
114809,346,295920
114827,341,295948
114833,358,302501
114847,327,295869
114859,396,296138
114883,349,296521
114889,306,302000
114901,358,302323
114913,338,295545
114941,308,296485
114967,332,295917
114973,354,296139
114997,328,296066
115001,314,297183
115013,333,296035
115019,344,295627
115021,323,301663
115057,382,296211
115061,341,295648
115067,376,295644
115079,352,296484
115099,336,295825
115117,370,295965
115123,337,295926
115127,361,296104
115133,340,296072
115151,343,295804
115153,340,295998
115163,388,295977
115183,377,295806
115201,344,296050
115211,343,295841
115223,385,295639
115237,354,296177
115249,387,295975
115259,361,295865
115279,378,295634
115301,365,295715
115303,345,298983
115309,338,298765
115319,368,295943
115321,343,295785
115327,361,295851
115331,350,316989
115337,379,295867
115343,347,296321
115361,323,295696
115363,330,296256
115399,349,296209
115421,342,295997
115429,306,295923
115459,379,296402
115469,362,295738
115471,352,297272
115499,344,296090
115513,348,295700
115523,349,295628
115547,316,296253
115553,341,295716
115561,374,296116
115571,363,295756
115589,323,295901
115597,341,295959
115601,322,295752
115603,355,295942
115613,349,295941
115631,350,295431
115637,361,296134
115657,359,296089
115663,361,295472
115679,366,296219
115693,323,296026
115727,342,295903
115733,322,366120
115741,336,296079
115751,321,295974
115757,366,296160
115763,370,295887
115769,338,295983
115771,347,295721
115777,356,296072
115781,333,296091
115783,378,295932
115793,346,296078
115807,373,296050
115811,329,295913
115823,340,295961
115831,343,296621
115837,333,297160
115849,339,297174
115853,325,297521
115859,343,295781
115861,344,296063
115873,310,296011
115877,355,296325
115879,366,295991
115883,370,295858
115891,304,295633
115901,374,295838
115903,340,296201
115931,361,296103
115933,330,297835
115963,324,296235
115979,379,296216
115981,347,295923
115987,345,295703
116009,369,295673
116027,353,295832
116041,323,295859
116047,300,295778
116089,358,295554
116099,390,295732
116101,342,295654
116107,343,295498
116113,380,296082
116131,349,295847
116141,338,295760
116159,351,296157
116167,334,296692
116177,328,295987
116189,333,295936
116191,367,296507
116201,340,295958
116239,342,295876
116243,351,295937
116257,348,295675
116269,300,295623
116273,350,295596
116279,326,295642
116293,347,295952
116329,333,295683
116341,337,295757
116351,326,296346
116359,362,295795
116371,338,295904
116381,358,295968
116387,316,295860
116411,342,295842
116423,311,295699
116437,322,296670
116443,334,298181
116447,325,296428
116461,361,295853
116471,315,295665
116483,338,296105
116491,332,295709
116507,349,295961
116531,348,296154
116533,324,295999
116537,322,295994
116539,347,296060
116549,347,296557
116579,337,295934
116593,357,295769
116639,344,296226
116657,338,296219
116663,313,295987
116681,354,295600
116687,346,302193
116689,322,301369
116707,331,307625
116719,350,295767
116731,332,295873
116741,380,295680
116747,354,295636
116789,340,223480
116791,365,296230
116797,305,296318
116803,321,296218
116819,356,296314
116827,347,295659
116833,343,295970
116849,368,296101
116867,315,295931
116881,347,295621
116903,349,295845
116911,344,296282
116923,319,295840
116927,352,295597
116929,357,296001
116933,358,295803
116953,344,296063
116959,346,295986
116969,344,295847
116981,350,295989
116989,358,295643
116993,343,295745
117017,339,327925
117023,345,296031
117037,358,296236
117041,361,297051
117043,341,298907
117053,362,296434
117071,364,295904
117101,348,295664
117109,325,295868
117119,358,296309
117127,330,295975
117133,362,296060
117163,341,296044
117167,354,296164
117191,364,295664
117193,330,297880
117203,345,296121
117209,340,296095
117223,321,297063
117239,353,296133
117241,330,295929
117251,306,295806
117259,337,296116
117269,344,296773
117281,328,296026
117307,354,296036
117319,320,296047
117329,349,295981
117331,350,295996
117353,327,295958
117361,344,296012
117371,325,295958
117373,328,296414
117389,378,296498
117413,312,296235
117427,327,296414
117431,347,296328
117437,351,296008
117443,305,295829
117497,319,296393
117499,347,295886
117503,369,295956
117511,365,296016
117517,319,296661
117529,357,295837
117539,324,295945
117541,341,296098
117563,353,295956
117571,361,295611
117577,334,296407
117617,301,295725
117619,387,433850
117643,361,296477
117659,324,297450
117671,344,298407
117673,327,296585
117679,331,295795
117701,306,296027
117703,337,295990
117709,366,296295
117721,357,296021
117727,354,295781
117731,341,295937
117751,327,296007
117757,345,296508
117763,355,296171
117773,329,295986
117779,363,295771
117787,327,296491
117797,350,296094
117809,325,295814
117811,340,295821
117833,321,296569
117839,353,296793
117841,334,295947
117851,326,296121
117877,338,296680
117881,349,296411
117883,316,296139
117889,342,452078
117899,299,296492
117911,330,296233
117917,355,295954
117937,326,295905
117959,319,295834
117973,356,296125
117977,326,295942
117979,328,295649
117989,317,296546
117991,332,296150
118033,322,296169
118037,330,296446
118043,358,295872
118051,353,295764
118057,322,295781
118061,357,295724
118081,350,295940
118093,300,295886
118127,308,295659
118147,322,295816
118163,327,295760
118169,355,296207
118171,380,296386
118189,331,297070
118211,317,298681
118213,326,296746
118219,325,296487
118247,342,296107
118249,318,295840
118253,326,296486
118259,350,295753
118273,350,295473
118277,344,295953
118297,363,297654
118343,325,295517
118361,343,296340
118369,369,296467
118373,350,296146
118387,367,296496
118399,317,295798
118409,345,297231
118411,314,296200
118423,343,296013
118429,335,297652
118453,343,295737
118457,335,296162
118463,351,296161
118471,368,295724
118493,347,295908
118529,338,295825
118543,307,296331
118549,318,295797
118571,381,295650
118583,303,296671
118589,329,295677
118603,303,295430
118619,333,295883
118621,359,300760
118633,328,295907
118661,359,296311
118669,338,297227
118673,317,295609
118681,347,454009
118687,323,296279
118691,315,295531
118709,366,295675
118717,336,296703
118739,344,296081
118747,343,296207
118751,329,295728
118757,338,299262
118787,346,299383
118799,332,295654
118801,343,296839
118819,357,297892
118831,336,296178
118843,325,295684
118861,344,295916
118873,331,295914
118891,329,295941
118897,306,295939
118901,324,295609
118903,332,296138
118907,361,295688
118913,360,295920
118927,333,295899
118931,346,295638
118967,352,295606
118973,346,296012
119027,353,295934
119033,361,296393
119039,325,296195
119047,310,295994
119057,335,296407
119069,341,295787
119083,333,295974
119087,344,295713
119089,333,296002
119099,326,295831
119101,349,295765
119107,330,295729
119129,313,295416
119131,317,296103
119159,360,296155
119173,298,324284
119179,338,296215
119183,355,295473
119191,303,297846
119227,330,295556
119233,334,296090
119237,354,295796
119243,313,295784
119267,361,296152
119291,340,296264
119293,364,296248
119297,322,295676
119299,307,296217
119311,322,296033
119321,355,295607
119359,325,295948
119363,345,296185
119389,320,295910
119417,322,296201
119419,352,295968
119429,344,297678
119447,334,298792
119489,363,296350
119503,352,296344
119513,322,295947
119533,341,295886
119549,298,296092
119551,325,296166
119557,328,295577
119563,335,295930
119569,352,296120
119591,350,295716
119611,343,296366
119617,328,295735
119627,336,295656
119633,323,296016
119653,329,295762
119657,332,295774
119659,312,295803
119671,376,296119
119677,314,296235
119687,303,295329
119689,346,295920
119699,335,295683
119701,344,295877
119723,362,295609
119737,314,295606
119747,341,295993
119759,355,295279
119771,350,295702
119773,320,295829
119783,295,295602
119797,302,295665
119809,324,295870
119813,341,295896
119827,325,295836
119831,318,295802
119839,345,296117
119849,324,295662
119851,327,295721
119869,327,296207
119881,336,295748
119891,369,295314
119921,322,377376
119923,327,295783
119929,360,295666
119953,330,295842
119963,331,295906
119971,342,296016
119981,339,296155
119983,356,297003
119993,309,298781
120011,308,296228
120017,365,296064
120041,346,295699
120047,322,295967
120049,321,296177
120067,340,296271
120077,337,295477
120079,340,295921
120091,330,295615
120097,307,295858
120103,343,295701
120121,324,295928
120157,343,296199
120163,341,295957
120167,349,296353
120181,350,295961
120193,331,296069
120199,342,295730
120209,333,295947
120223,307,295909
120233,326,295954
120247,341,296178
120277,328,295681
120283,328,295473
120293,346,295962
120299,362,295959
120319,326,295713
120331,344,295922
120349,334,295650
